site_name,website,latitude,longitude,address,phone,description,amenities
Robert Moses State Park - Long Island,https://parks.ny.gov/parks/7,40.625175,-73.261986,"600 Robert Moses State ParkwayBabylon, NY 11702",(631) 669-0449,"Robert Moses State Park is an ocean beachfront facility that attracts nearly 3.8 million visitors annually and boasts a shoreline of nearly five miles. As the most western point of Fire Island, the park is conveniently located at the southern end of the Robert Moses Causeway and is easily accessible by car or from the Babylon train station with a bus connection. Visitors are welcome to swim and boogie-board at any of our four lifeguard-staffed fields. Surfing and surf-fishing are popular activities that are enjoyed by many beach-goers as well. Each location is equipped with concessions, beach shops, first aid offices, comfort stations, and private outdoor showers. Scenic picnic areas complete with park grills and tables for any group size are located at fields 2, 3, and 4.An 18-holePitch & Putt Golf Courseis available at Field 2 for public use from early April through mid-November. Field 2 is also home to an expansive volleyball court area which can accommodate up to 21 games at a time. It sits just east of Democrat Point, a local favorite with surfers and fishermen alike for its 4x4 drive-on access and shorefronts which face both the Atlantic Ocean and the Fire Island Inlet.Established in 1908 in honor of master builder Robert Moses, Field 3 is the park's oldest recreation area. It is the closest location to the park's landmark Water Tower, which serves as a perfect background to the field's picnic area. Here, visitors can utilize a spacious gazebo to host large gatherings on a first -come, first-serve basis. Patrons may also make use of an underpass tunnel that connects Field 3 to a day-use boat basin which can accommodate up to 80 personal watercrafts. Anglers typically take this walk from Field 3 to fish or crab off of the long piers in front of the facility's Park Office. Open 7 days a week, the Park Office sells an array of permits that allow visitors to make the most of their beach experience, including Empire Passports and Fishing, Surfing, and Star Gazing Permits.Field 5 is the public's gateway to Fire Island. With a beautiful Â¾ mile nature walk that leads directly to the Fire Island Lighthouse, visitors are free to explore nearby towns like Kismet and Saltaire by foot from the eastern parking lot. Perfect for families, Field 5 also offers a large playground area for children and a boardwalk that extends the length of the parking area.All beachfronts are handicap-accessible by beach wheelchair, which are available free of charge on a first-come, first serve basis at any of our First Aid Offices. During the summer season, mobility mats, for easier beach access can be found at Field 2, Field 3 and Field 5.Find more aboutpark permit information.For information on educational opportunities and programs in Long Island State Parks, please visitLong Island Environmental Interpretive Center.Current Water Quality -Beach ResultsPet Policy:No pets allowedMailing AddressBox 247 Babylon, NY 11702","Food, Marina, Playgrounds, Showers, Stand-up Paddle Boarding, Surfing/Windsurfing, Swimming Beach"
Robert Moses State Park - Thousand Islands,https://parks.ny.gov/parks/51,44.9986257,-74.8513648,"32 Beach Marina RoadMassena, NY 13662",(315) 769-8663,"Know Before You Go...More InfoPet PolicyA maximum of two pets are allowed in campsites and day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).Robert Moses State Park is located partly on the mainland and partly on Barnhart Island. Visitors reach the park through a tunnel under the Eisenhower Lock. The park is spacious, home to a large variety of flora and fauna and offers a multitude of recreational opportunities, including wooded campsites and cabins, a marina and boat launch, some of the best fishing in the Northeast, picnic areas, a swimming beach, tennis courts and a year roundnature center.The nature center also offers holiday, special events and school outreach programs. The park's nature, hiking and cross-country skiing trails wind through fields, forests and wetlands, with overlooks showcasing spectacular views. In winter, the park also welcomes snowmobilers.Pavilion InformationRobert Moses has four pavilions/tents. Prices range from $50 to $100 and can accommodate 50 to 300 people. Check availability atReserveAmerica.com.Current Water Quality -Beach ResultsPet Policy:A maximum of two pets are allowed in campsites and day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).Mailing Address19 Robinson Bay Road, P.O Box 548 Massena, NY 13662","Boat Launches, Boat Rentals, Campsites, Cabins & Lodging, Dockage, Fishing, Grills, Hiking, Marina, Nature Center, Pavilions and Shelter Rentals, Playgrounds, Playing Fields, Showers, Snowshoeing/X-Country Skiing, Swimming Beach, Visitor Center"
Robert V. Riddell State Park,https://parks.ny.gov/parks/18,42.480831,-74.968559,"Accessible off NY 28, north of I-88 from Riddell RoadDavenport, NY 13750",(607) 432-2114,"Know Before You Go...More InfoPet Policy: A maximum of two pets are allowed in day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).Robert V. Riddell State Park offers more than 2,000 acres of fields and forested woodlands located in the Susquehanna River Valley.  The park is named for Robert V. Riddell of Coliersville who believed that we are caretakers of the land and that we should pass it on, undeveloped to future generations.The park spans three townships and two counties and is easily accessible, straddling I-88 in Otsego County.  It is approximately 20 miles from Cooperstown, home of the Baseball Hall of Fame.The park offers a variety of family-friendly passive recreational opportunities. As part of an extensive statewide trail network, it is a preferred destination for hikers and other outdoor enthusiasts. Additional activities include bird-watching, snowshoeing and fishing.Schenevus Creek, a Class A trout stream which leads to the Susquehanna River, crosses the north side of the park. This land was formerly cultivated for agricultural purposes. Hiking trails allow visitors to explore the wooded southern portion of the park.Learn more about the trees species at this park:Tree Identification TrailPet Policy:A maximum of two pets are allowed in day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).Mailing Addressc/o Gilbert Lake State Park18 CCC RoadLaurens, NY 13796","Hiking, Snowshoeing/X-Country Skiing"
Roberto Clemente State Park,https://parks.ny.gov/parks/140,40.852207,-73.920769,"301 West Tremont AvenueBronx, NY 10453",(718) 299-8750,"Know Before You Go...More InfoPet PolicyPets are not allowed at Roberto Clemente State Park.Roberto Clemente State Park is a 25-acre waterfront park located along the Harlem River in the Bronx. The park offers a variety of recreational and cultural activities year-round for youth, adults, senior citizens and the physically challenged. The facilities include a multi-purpose recreation building, an Olympic-size pool complex, ball fields, basketball courts, picnic areas, playgrounds and a waterfront promenade.The park opened in 1973 as the Harlem River Park and was renamed after Clemente, the first Latino-American inducted into the Baseball Hall of Fame. The annual Roberto Clemente Week celebrates the famed baseball player's life with a series of special events at the park.During the summer, the park is home to numerous concerts and special events. There is truly something for everyone at Roberto Clemente State Park.For more information on Roberto Clemente check out the virtual exhibit by the Smithsonian Institute.'Beyond Baseball, The Life of Roberto Clemente'.Press Release:Plans to strengthen the Roberto Clemente State Park waterfrontPublic Presentation:Roberto Clemente State Park Revitalization PlanPublic Comments:Public Meeting Comments and Agency ResponsesPet Policy: Pets are not allowed at Roberto Clemente State Park.","Playgrounds, Playing Fields, Swimming Pool"
Rock Island Lighthouse State Park,https://parks.ny.gov/parks/188,44.28,-76.017,"Accessible by boat onlyFisher's Landing, NY 13641",(315) 775-6886,"Now Open! Come visit thehistoricRock Island Lighthouse on the beautiful St. Lawrence Seaway. When you visit, climb the stairs of the lighthouse and enjoy a bird's eye view from the lantern room. Tour the museum in the keeper's quarters and learn about the history of the island, its keepers, and the magnificent St. Lawrence River.  Walk the island and take home a souvenir from the gift shop.The Rock Island Lighthouse is located in the Thousand Islands, about 4.5 miles northeast of Clayton, Jefferson County, NY, off of Fisher's Landing. Docking is available to private craft and those aboardClayton Island Boat Tours. For private vessels, Grass Point State Park is the closest launch site (about a 5 minute boat ride to the island). The island is partially accessible to visitors with limited mobility.Weddings and special events-bookings available. Please call (315) 775-6886 for moreinformation and rental rates. Events are by permit only.Mailing Addressc/o Grass Point State Park42247 Grassy Point Rd. Alexandria Bay, NY 13607","Gift Shop, Visitor Center"
Rockefeller State Park Preserve,https://parks.ny.gov/parks/59,41.112919,-73.836517,"125 Phelps WayPleasantville, NY 10570",(914) 631-1470,"Know Before You Go...More InfoPet PolicyA maximum of two pets are allowed in day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).Sign up for UpdatesGet news from Rockefeller State Park Preserve in your inbox or text FOLLOWRSPP to 22828 to get started.Click hereto see the Rockefeller State Park Preserve event schedule.KNOW BEFORE YOU GO:Important Message for Equestrians:Please readbefore bringing your horse to the Park.Rockefeller State Park Preserve offers quiet countryside walks of all lengths through forested hills and valleys surrounding sunlit pastoral fields. Thirty miles north of New York City, the property is the former Pocantico Hills and Rockwood Hall country estates of John D. Rockefeller family and William Rockefeller. Since 1983, the Rockefeller Family has generously donated over 1771 acres to the State of New York to safeguard these lands for present and future generations. Managed by New York State Office of Parks, Recreation, and Historic Preservation, the Preserve is open to the public year-round, sunrise to sunset.The trails of the Preserve are crushed stone carriage roads laid out by John D. Rockefeller Sr. and Jr. in the first half of the 20th century. Designed to complement the landscape, the 45 miles of scenic carriage roads are wide and easy to walk. Popular for walking, riding, jogging, and carriage driving, combinations of trails lead through varied landscapes and past natural and historical features, such as Swan Lake, the Pocantico River with its wood and stone bridges, gurgling streams, colonial stone walls and rock outcroppings. Trail maps of the carriage roads are available at the Preserve Office.The Preserve is primarily hardwood forest dominated by huge oak, tulip poplar, maple, and beech trees. The forests, fields, streams, and wetlands support a high diversity of native species of resident and migratory birds, mammals, insects, amphibians, reptiles, fish and aquatic species, some of which are in decline and now uncommon in Westchester County. With 202 recorded species of birds and its Important Bird Area designation by the National Audubon Society, the Preserve is a must-visit area for birders. Over 100 species of native wild bees frequent spring and summer wildflowers. In the fall, Monarch butterflies stop to feed and lay eggs during their southward migration. An on-going environmental stewardship is underway to favor native biological diversity.Rockwood Hall is a distinct bucolic section of the Preserve with commanding views of the Hudson River and Palisade Cliffs. Between 1886 and 1922, William Rockefeller's estate was 1000 acres with a 202-room mansion, a working farm, and a landscape designed by Frederick Law Olmsted, father of American landscape design. While the house and buildings are now gone, massive rock walls around the former house site and extensive grassy fields with magnificent specimen trees harken back to the heyday of the estate during the gilded age.While in the preserve, stop in the Preserve's Gallery by the entrance where rotating exhibits feature contemporary art and natural history exhibits. In the entrance courtyard between the Gallery and Preserve office is the Tree Peony Garden.Please Note:Bicycles, mechanized vehicles, drones, metal detectors, snowmobiling, camping, and open fires are strictly prohibited. Dogs must be leashed.Permits Required:Organized running groups with over 7 peopleGeocachingScientific researchFilm shootsFishingEquestrianVolunteer OpportunitesFrom NYC by train:Metro North Hudson Line to the Tarrytown Station. From there you can take a short taxi ride from train station to the Preserve Office on Rt. 117 in Pleasantville. At the Preserve Office you can obtain a map and other important area information.Don't miss these popular destinations and attractions within or near the park preserve:13 Bridges Loop Trail-1.9 miles of even to moderate grade, leading to 13 bridges on the wandering Gory BrookFern Garden-located at the entrance, this garden is volunteer maintainedTree Peony Garden-located next to the art gallery, these beautiful flowers were donated by a town in Southern Japan (the town of Yatsuka in the Shimane Prefecture).  The peonies bloom every spring in late April through early May.Swan Lake-located a short walk from the art gallery, a 22-acre lakePhilipse Manor Hall State Historic Site-located 15 miles south, a museum of history, art and architecture, as well as host to community organizations, meetings, educational programs and special events.Rockefeller Art Gallery-gallery of two-dimensional arts.  Rotated every six weeks.  See the calendar of events for the most updated exhibit.Rockwood Hall-it was once the county estate of the late William M. RockefellerOld Croton Aqueduct State Historic Park-0.9 miles of the Old Croton Aqueduct travel through the preserve.Pet Policy:A maximum of two pets are allowed in day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).","Fishing, Hiking, Hunting, Sledding, Snowshoeing/X-Country Skiing, Visitor Center"
Rockland Lake State Park,https://parks.ny.gov/parks/81,41.130234,-73.924965,"299 Rockland Lake Rd.Valley Cottage, NY 10989",(845) 268-3020,"Register and Book Online Tee TimesRockland lake State Park's lake is located on a ridge of Hook Mountain above the west bank of the Hudson River. The park offers a new water complex featuring a huge 25,000 square foot zero entrance swimming pool with diving boards, a spray ground and two large water slides. A playground for children 12 and under has been added to the picnic area in parking lot 2. The park also has picnic areas with tables and a few grills, a car top boat launch dock, hiking trails with breath-taking views of the Hudson Valley, six tennis courts andtwo 18-hole golf course's. Anglers with a valid NYS fishing license can fish for bass perch and carp. Walkers, joggers, roller bladers and bicyclists can enjoy the 3.2-mile non-motorized use paved trail around the lake.PETS ARE NOT PERMITTED MAY TO SEPTEMBERÂ October to April 30th pets are permitted in the park however not on the 3.2 mile Bike Path.
                                                                Pets at all times must be on a leash not to exceed 6' in length.Â ÂMailing AddressBox 217Congers, NY 10920","Boat Launches, Fishing, Food, Hiking, Ice Fishing, Snowshoeing/X-Country Skiing, Swimming Pool, Tennis"
Sampson State Park,https://parks.ny.gov/parks/154,42.729141,-76.891724,"6096 Route 96ARomulus, NY 14541",(315) 585-6392,"Know Before You Go...More InfoPet PolicyA maximum of two pets are allowed in campsites and day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).Shelter RentalsBecause of the ongoing improvements at Sampson State Park we will no longer be renting any of our three shelters. However, the Lodi Point State Park Open Shelter will still be available.Encompassing just over 2000 acres on the eastern shore of Seneca Lake, Sampson State Park features camping and boating as the primary recreational activities. The park has 243 electric campsites. The newly remodeled marina has 96 boat slips, a large multiple launch site and gas pumps. A key feature of the park is the beautiful view of the lake at its center, and the most picturesque sunsets in the Finger Lakes Region. Activities include tennis, horseshoes, basketball and volleyball, a sandy beach with guarded swimming, playgrounds, and a scenic lake trail. Other popular activities include fishing, hunting, biking, hiking, local golf, geocaching, and wildlife viewing and photography.South of the Park Entrance on Rt 96A is theSampson Veterans Memorial CemeterySeneca Lake Resorts Marina and Cabin InformationCurrent Water Quality -Beach ResultsPet Policy:A maximum of two pets are allowed in campsites and day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).","Boat Launches, Camper Assistance Program, Campsites, Cabins & Lodging, Dockage, Fishing, Food, Grills, Hiking, Hunting, Ice Fishing, Marina, Pavilions and Shelter Rentals, Playgrounds, Playing Fields, Showers, Snowshoeing/X-Country Skiing, Swimming Beach, Tennis, Visitor Center"
Sandy Island Beach State Park,https://parks.ny.gov/parks/153,43.630898,-76.194107,"3387 County Route 15Pulaski, NY 13142",(315) 387-2657,"Know Before You Go...More InfoPet PolicyA maximum of two pets are allowed in day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).Sandy Island Beach State Park is part of the Eastern Lake Ontario Dune and Wetland System, a 17 mile stretch which extends from the Town of Richland, Oswego County, north along Lake Ontario to Jefferson County. The Dunes were formed by wind and wave motion of a giant inland sea that preceded Lake Ontario. The area is the only significant freshwater dune site in the northeastern United States. The Eastern Lake Ontario Dune system offers many opportunities for hikers, birdwatchers, canoeists and kayakers. Walkovers and viewing platforms have been built to protect the fragile dune environment.Pavilion InformationSandy Island Beach has one pavilion and one community room. Prices range from $50 to $125 and can accommodate 50 or 60 people. Check availability atReserveAmerica.comCurrent Water Quality -Beach ResultsPet Policy:A maximum of two pets are allowed in day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).","Pavilions and Shelter Rentals, Swimming Beach"
Saratoga Lake State Boat Launch,https://parks.ny.gov/parks/120,43.052792,-73.720695,"19 Roosevelt DriveSaratoga Springs, NY 12866",(518) 584-2000,"Know Before You Go...More InfoPet PolicyA maximum of two pets are allowed in day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).Saratoga Lake State Boat Launch, located on Route 9P on beautiful Saratoga Lake, is open year-round and has parking capacity for up to 100 trailers.Pet Policy: A maximum of two pets are allowed in day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).",
Saratoga Spa State Park,https://parks.ny.gov/parks/112,43.057819,-73.807358,"19 Roosevelt DriveSaratoga Springs, NY 12866",(518) 584-2535,"Know Before You Go...More InfoPet PolicyA maximum of two pets are allowed in day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).Saratoga Spa State Park is a National Historic Landmark distinguished by its classical architecture and noted for its diverse cultural, aesthetic and recreational resources. In addition to the nationally-known Saratoga Performing Arts Center, the Spa Little Theater, the National Museum of Dance, the Saratoga Automobile Museum, the Gideon Putnam Resort and Roosevelt Baths and Spa, the park offers a multitude of traditional recreation opportunities.The Peerless Pool Complex consists of a main pool with a zero-depth entry, separate slide pool with a 19' double slide and a children's wading pool with a mushroom fountain. The slide pool has a minimum height requirement of 48"" tall. The Historic Victoria Pool is a smaller pool surrounded by arched promenades. Both pool areas include food and beverage services, showers, locker rooms and restrooms.TheSaratoga Spa State Park Golf Courseoffers two beautiful golf courses; a championship 18-hole course and a challenging 9-hole course, complete with pro shop and restaurant. For more information and to reserve a tee time online visit:Saratoga Spa GolfTheCreekside Classroomis a four-season environmental education center where Park staff offer environmental education programs year-round, including school field trips, hikes, tours and snowshoe walks.The gentle terrain offers picnic areas, shady stream side trails, suitable for the nature-lover or the casual walker, as well as certified running courses used by joggers and high school and college athletes. Winter activities include cross-country skiing on approximately 12 miles of trails, ice skating, ice hockey.Pavilion InformationSaratoga Spa has ten pavilions. Prices range from $125 to $300 and can accommodate 50 to 250 people. Check availability atReserveAmerica.com.Pet Policy: A maximum of two pets are allowed in day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).","Disc Golf, Equestrian Trails, Fishing, Food, Gift Shop, Golf, Hiking, Ice Skating, Nature Center, Pavilions and Shelter Rentals, Playgrounds, Snowshoeing/X-Country Skiing, Swimming Pool, Tennis, Visitor Center"
Schodack Island State Park,https://parks.ny.gov/parks/146,42.517994,-73.759697,"1 Schodack Island WaySchodack Landing, NY 12156",(518) 732-0187,"Know Before You Go...More InfoBoatingPlease consult the tide chart when you are planning any trips on the Hudson River or Schodack Creek. If you have any questions about the challenges of boating in tidal water, please call the park office.Pet PolicyPet Policy: A maximum of two pets are allowed in campsites and day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).2022 Geocache challengeSchodack Island State Park sits off the eastern shore of the Hudson River just south of Albany. Approximately seven miles of Hudson River and Schodack Creek shoreline bound the 1,052-acre site. The park has been designated a State Estuary, and a portion of the park shelters a Bird Conservation Area (BCA) that is home to bald eagles, cerulean warblers and blue herons that nest in the cottonwood trees. Eight miles of multi-use trails wind through a variety of ecological communities. In addition, the park has 66 campsites for use, an improved bike trail, volleyball nets, horseshoe and a kayak/canoe launch site. Interpretive signage highlights the park's historic and environmental significance. Picnicking (tables and grills) are available to groups by reservation (fee - call park for details).Please consult thetide chartwhen you are planning any trips on the Hudson River or Schodack Creek. If you have any questions about the challenges of boating in tidal water, please call the park office.Pavilion InformationSchodack Island has four pavilions. Prices range from $50 to $125 and can accommodate 25 to 125 people. Check availability atReserveAmerica.com.Pet Policy:A maximum of two pets are allowed in campsites and day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).Mailing AddressP.O. Box 7 Schodack Landing, NY 12156","Boat Launches, Camper Assistance Program, Campsites, Cabins & Lodging, Fishing, Grills, Hiking, Hunting, Pavilions and Shelter Rentals, Playgrounds, Playing Fields, Snowshoeing/X-Country Skiing"
Schunnemunk State Park,https://parks.ny.gov/parks/184,41.4258,-74.1018,"Different access points are available for different trails;Orange County, NY 12553",(845) 351-5907,"Know Before You Go...More InfoJessup, Sweet Clover and Otterkill Trail HikersThe Metropolitan Transportation Authority forbids crossing its rail corridor in Schunnemunk State Park. Trespassers may be fined or subject to arrest by MTA police. There are currently no trail connections within the park between the east and west sides of the tracks. Please utilize the Otterkill Road parking lot to access the trails.Schunnemunk has over 3,300 acres of rolling meadow and spectacular mountain top. Hikers encounter elevations up to 1664 feet and thrilling 360 degree views of adjacent valleys, portions of the distant Hudson River and surrounding forest and farm lands.Eight marked trails include the Long Path, Jessup, Western Ridge, Trestle, Sweet Clover, Otterkill, Dark Hollow and Barton Swamp Trails totaling over 20 miles traverse the mountain and glades.Parking on State Land is available on Otterkill Road at: 41 degrees 25.5450 minutes North and 74 degrees 6.1100 minutes WestGeocaching permits are available through theSterling Forest State Parkoffice.Dogs required to be on a 6' leash.Mailing Addressc/o Sterling Forest State Park116 Old Forge RoadTuxedo, NY 10987",Hunting
Sebago Cabin Camp - Harriman State Park,https://parks.ny.gov/parks/168,41.199631865800001,-74.128612529600005,"Seven Lakes DriveHarriman State Park, NY 10901",(845) 429-2039,"The Sebago Cabin Camp in Harriman State Park is on Lake Sebago. The camp offers rustic cabins and full service cottages. Also available: row boat rentals, beach, biking and hiking, organized sports, Saturday bonfire, rainy day movies and activities, play area, recreation hall, and tennis courts.Current Water Quality -Beach ResultsNo Pets AllowedMailing Addressc/o Palisades Interstate Park CommissionBear Mountain, NY 10911","Boat Rentals, Campsites, Cabins & Lodging, Fishing, Grills, Hiking, Playgrounds, Showers, Snowshoeing/X-Country Skiing, Tennis"
Selkirk Shores State Park,https://parks.ny.gov/parks/84,43.545937,-76.191216,"7101 State Route #3Pulaski, NY 13142",(315) 298-5737,"Know Before You Go...More InfoPet PolicyA maximum of two pets are allowed in campsites and day use areas unless prohibited by sign or directive (not permitted in cabins 29 & 30). Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).In addition to spectacular sunsets over one of the Great Lakes, visitors to Selkirk Shores State Park can expect outstanding fishing and popular hiking and biking trails that lead to a lush mix of meadows and woodlands.Take full advantage of the views! Bring your binoculars - the park is directly in the migration route for a wide variety of bird species. Or, pitch a tent and stay awhile. Campsites are available directly overlooking a bluff on Lake Ontario.Small boats can be launched from the Pine Grove site into the Salmon River, while larger boats can be launched from the Mexico Point Boat Launch on the Little Salmon River.Pavilion InformationSelkirk Shores has two pavilions. Prices range from $100 to $200 and can accommodate 100 or 200 people. Check availability atReserveAmerica.comPet Policy:A maximum of two pets are allowed in campsites and day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).","Boat Launches, Camper Assistance Program, Campsites, Cabins & Lodging, Fishing, Food, Hiking, Hunting, Pavilions and Shelter Rentals, Playgrounds, Showers, Snowmobiling, Snowshoeing/X-Country Skiing, Swimming Beach"
Seneca Lake State Park,https://parks.ny.gov/parks/125,42.875587,-76.963539,"1 Lakefront DriveGeneva, NY 14456",(315) 789-2331,"Know Before You Go...More InfoPet PolicyA maximum of two pets are allowed in day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).Seneca Lake State Park overlooks blue water, creating a relaxing experience for swimmers and picnickers. Children will be especially delighted with our Sprayground and Playground facilities. The Sprayground is the first of its kind built in the New York State Parks system with over 100 water jets that spontaneously spray water. Neighboring the Sprayground is one of three playgrounds with equipment for children ages 2-12. This park also offers 2 excellent marinas, with a total of 132 electric slips and 84 non-electric slips. Transient slips available at both marinas. There is no camping permitted in Seneca Lake State Park.Pavilion InformationSeneca Lake has six pavilions/tents. Prices range from $75 to $200 and can accommodate 50 to 161 people. Check availability atReserveAmerica.comPavilion Reservation InformationCurrent Water Quality -Beach ResultsPet Policy:A maximum of two pets are allowed in day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).","Boat Launches, Dockage, Fishing, Food, Grills, Hunting, Ice Fishing, Marina, Pavilions and Shelter Rentals, Playgrounds, Playing Fields, Showers, Snowshoeing/X-Country Skiing, Swimming Beach"
Shadmoor State Park,https://parks.ny.gov/parks/16,41.038603334400001,-71.927669380099999,"900 Montauk HighwayMontauk, NY 11954",(631) 668-3781,"Spring CalendarNinety-nine acre Shadmoor State Park, located one quarter-mile east of Montauk Village, features more than 2,400 feet of ocean beach accessed by two stairways. The park, named for its open, rolling geography and the shadbush that grows there, also has bluffs, freshwater wetlands that are part of the preserve, hiking trails and elevated platforms for birdwatching and enjoying the shoreline views. Visitors may picnic and saltwater fish.The park's foliage includes black cherry trees and clusters of the rare and federally-endangered sand plain gerardia plant. Of historical note, two concrete bunkers, erected during World War II and once equipped with artillery guns to protect the coast from enemy invasion, remain on the property. Shadmoor does not charge for parking.Find more aboutpark permit information.Pet Policy:A maximum of two pets are allowed in day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).","Fishing, Hiking, Snowshoeing/X-Country Skiing"
